Data,Feasible Num,Static Stability,Position Offset Mean,Position Offset Max,Space Utilization,Planning Time,All time
0,42,0.4535,0.0062,0.0249,0.4841,36.5797,219.6817
1,37,0.4745,0.0027,0.0249,0.3245,33.8058,178.4029
2,38,0.4810,0.0024,0.0141,0.4500,39.6807,190.9096
3,59,0.3789,0.0088,0.0427,0.4439,64.2766,393.8636
4,24,0.4272,0.0070,0.0612,0.3313,16.7579,99.0590
5,45,0.4395,0.0092,0.0462,0.4763,41.4653,246.9286
6,26,0.4863,0.0004,0.0022,0.2913,19.1368,101.4643
7,17,0.4179,0.0010,0.0073,0.2344,11.3239,66.2995
8,25,0.4609,0.0029,0.0301,0.2183,16.4641,100.0319
9,19,0.4571,0.0004,0.0018,0.1957,16.9756,73.4223
10,34,0.4318,0.0115,0.1544,0.4724,29.6253,164.9800
11,40,0.4777,0.0051,0.0170,0.4831,44.1503,222.4501
12,34,0.4256,0.0038,0.0288,0.4095,30.1835,159.9484
13,25,0.4504,0.0026,0.0334,0.2885,17.2639,100.5490
14,40,0.4259,0.0082,0.0545,0.4488,33.6807,198.7634
15,17,0.4505,0.0013,0.0145,0.3022,11.1068,64.6795
16,24,0.4797,0.0018,0.0229,0.2977,17.1762,98.0904
17,39,0.4531,0.0036,0.0226,0.3433,35.7466,187.7611
18,33,0.4174,0.0141,0.0403,0.5878,25.9577,165.1009
19,25,0.4530,0.0013,0.0060,0.4093,16.7264,107.7552
20,49,0.4361,0.0104,0.0288,0.6128,47.1628,287.1548
21,36,0.4484,0.0084,0.0341,0.4428,32.0393,185.8351
22,24,0.4151,0.0026,0.0198,0.2648,15.8232,99.4472
23,41,0.4823,0.0039,0.0319,0.3528,41.4807,224.4799
24,36,0.4568,0.0024,0.0105,0.3192,34.0382,175.9421
25,40,0.4311,0.0032,0.0289,0.3871,34.7986,200.2206
26,24,0.4820,0.0018,0.0198,0.4192,18.8481,105.3622
27,25,0.4423,0.0043,0.0448,0.3543,18.0884,104.1657
28,51,0.4154,0.0084,0.0301,0.5590,57.7937,347.6070
29,19,0.4418,0.0050,0.0407,0.3085,12.8250,77.6305
