Data,Feasible Num,Space Utilization,Planning Time,All time
0,51,0.5913577652777777,0.26399731636047363,119.0874
1,60,0.5796995590277779,0.36232662200927734,139.6903
2,41,0.5351206416666667,0.13930320739746094,96.4066
3,72,0.6191344868055556,0.4056694507598877,166.8591
4,49,0.6501247763888889,0.16675376892089844,114.4588
5,62,0.6531341277777777,0.33908605575561523,144.3697
6,35,0.5220802722222223,0.12260270118713379,82.735
7,64,0.6345247722222221,0.3613576889038086,148.7776
8,66,0.6433128166666667,0.3941493034362793,153.4389
10,59,0.6976543020833333,0.2691233158111572,137.2572
11,47,0.5753102756944445,0.16957330703735352,109.8881
12,51,0.6716024708333334,0.26015710830688477,119.1445
13,52,0.6174419770833335,0.25540685653686523,121.4786
14,55,0.6390743097222222,0.2692747116088867,128.202
15,36,0.5517869805555555,0.1389331817626953,85.0414
16,60,0.6346656506944446,0.31183934211730957,139.5916
17,56,0.5315224847222223,0.3537569046020508,130.9005
18,33,0.5877901375000001,0.10797262191772461,78.2415
19,34,0.6221303861111112,0.10394692420959473,80.5053
20,49,0.6128196951388889,0.22561335563659668,114.7489
21,47,0.5800337847222222,0.2561984062194824,110.1291
22,59,0.6069234930555555,0.3631749153137207,137.7289
23,50,0.5139097611111111,0.22627735137939453,116.7415
24,69,0.6202183805555556,0.42194700241088867,160.4285
25,57,0.5873367541666668,0.3384091854095459,132.9339
26,40,0.6390458729166667,0.13553380966186523,94.0791
27,46,0.611091042361111,0.19229769706726074,107.9971
28,60,0.6584972020833334,0.28773021697998047,139.7965
29,39,0.6462242958333334,0.1504976749420166,91.8566
