Data,Feasible Num,Space Utilization,Planning Time,All time
0,37,0.40263798611111107,105.9759247303009,193.5785
1,41,0.3627023381944445,155.44372487068176,251.7898
2,36,0.39551758611111115,155.46627473831177,240.799
3,55,0.4112187041666667,166.0309739112854,293.7953
4,31,0.5021309472222223,67.06898212432861,140.8521
5,40,0.4063517131944444,77.84827733039856,171.8064
6,32,0.4299037722222223,67.83003044128418,144.0757
7,39,0.4145076680555557,124.68479514122009,216.8227
8,43,0.3975090208333333,119.62122440338135,220.5972
9,66,0.5201218375,155.79218769073486,308.7565
10,35,0.48998571666666674,112.61267161369324,195.4883
11,36,0.4397974930555556,271.36024475097656,356.2956
12,40,0.47827823750000004,102.44244885444641,196.5985
13,28,0.32179033402777785,91.8514666557312,158.969
14,38,0.3933112083333333,129.86630368232727,219.5006
15,34,0.5262483555555555,111.77855587005615,192.5649
16,41,0.460984075,123.49556398391724,219.7118
17,42,0.3688698090277778,95.47609114646912,194.2947
18,26,0.44165295,76.63881802558899,139.0284
19,26,0.42569136944444447,59.801690340042114,122.15
20,41,0.492519211111111,202.01559925079346,298.3677
21,35,0.4283074868055556,96.06050419807434,178.6376
22,38,0.4051891541666667,185.87168836593628,275.5348
23,51,0.5385910722222222,211.55827140808105,330.4239
24,50,0.4435761076388889,165.2113537788391,282.0563
25,44,0.4246714680555556,320.0940101146698,423.4098
26,23,0.3964688500000001,55.946453332901,111.7999
27,34,0.48451428333333335,72.0849404335022,152.5081
28,51,0.5589922159722223,115.16853880882263,234.3136
29,27,0.40142047916666673,161.4116714000702,226.1003
