Data,Feasible Num,Space Utilization,Planning Time,All time
0,56,0.6272024402777778,56.011147022247314,187.5592
1,60,0.5796995590277779,65.99501276016235,206.4641
2,40,0.5043951416666667,42.69159436225891,137.3777
3,75,0.6440501013888891,91.06213569641113,265.712
4,50,0.65842998125,50.00243926048279,167.9239
5,53,0.5508370527777778,51.55693864822388,176.2791
6,37,0.5599054152777779,30.163053274154663,118.6871
7,62,0.6112451499999999,70.29113507270813,215.4557
8,64,0.6173025111111111,67.52546811103821,217.3718
10,52,0.6284352999999999,57.83341836929321,180.2816
11,51,0.6364773118055556,58.695091009140015,178.4377
12,47,0.5646954430555557,44.8246111869812,155.6398
13,46,0.5470337541666667,38.14821910858154,146.8465
14,56,0.6484901263888889,55.17036485671997,186.6666
15,36,0.5517869805555555,29.78923797607422,115.7346
16,61,0.6425123784722223,63.507474422454834,206.4304
17,56,0.5315224847222223,62.24865412712097,193.6605
18,33,0.5877901375000001,25.969001293182373,104.962
19,32,0.5686973861111111,22.148517370224,98.8543
20,49,0.6128196951388889,47.11346077919006,162.4535
21,52,0.6422825472222222,52.15855312347412,174.463
22,60,0.6162237680555555,63.26187062263489,204.0109
23,52,0.5632723833333333,56.21012234687805,178.5199
24,75,0.6729282972222222,94.77329015731812,269.8551
25,62,0.6372850493055556,63.63591933250427,208.8976
26,45,0.6809661395833335,40.29115962982178,146.6008
27,51,0.6619868590277778,50.911198139190674,171.5498
28,65,0.7143009520833333,84.25118470191956,236.4595
29,40,0.6769497958333334,32.32723069190979,128.8255
